person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_int_rate,person_emp_length
22,100580,RENT,DEBTCONSOLIDATION,D,25000,1,0.25,Y,2,14.96,6.000000000000001
25,113000,RENT,MEDICAL,C,25000,0,0.22,Y,4,12.73,7.0
24,120000,RENT,EDUCATION,B,25000,0,0.21,N,4,10.65,8.0
25,120000,RENT,MEDICAL,B,25000,0,0.21,N,2,10.74,6.000000000000001
23,120000,RENT,EDUCATION,B,25000,0,0.21,N,2,9.99,7.0
24,91800,RENT,MEDICAL,D,25000,1,0.23,Y,2,15.329999999999998,5.0
21,15600,OWN,VENTURE,A,1000,0,0.06,N,4,7.29,5.0
26,108000,RENT,PERSONAL,D,25000,1,0.23,N,3,15.049999999999999,2.0
26,129996,RENT,PERSONAL,B,25000,0,0.19,N,3,10.75,6.000000000000001
23,130000,RENT,EDUCATION,D,25000,0,0.19,Y,2,16.02,4.0
23,130000,RENT,VENTURE,B,25000,0,0.19,N,4,11.49,7.0
25,170000,OWN,EDUCATION,B,20000,0,0.12,N,4,12.529999999999998,4.0
26,170000,MORTGAGE,VENTURE,C,12000,0,0.07,Y,2,13.57,0.0
22,169000,RENT,PERSONAL,B,14000,0,0.08,N,3,11.14,1.0
26,168750,RENT,MEDICAL,C,24250,0,0.14,Y,3,12.87,10.0
23,168600,RENT,EDUCATION,B,20000,0,0.12,N,3,11.58,3.0000000000000004
24,168288,RENT,HOMEIMPROVEMENT,B,1800,0,0.01,N,3,11.12,5.0
25,168000,MORTGAGE,PERSONAL,B,35000,0,0.21,N,2,10.65,2.0
24,133300,RENT,DEBTCONSOLIDATION,B,25000,0,0.19,N,2,10.37,6.000000000000001
24,15600,OWN,HOMEIMPROVEMENT,A,3300,1,0.21,N,4,6.39,5.0
24,134000,RENT,PERSONAL,D,25000,0,0.19,Y,3,16.07,8.0
25,134000,RENT,MEDICAL,B,25000,0,0.19,N,2,10.62,7.0
25,15600,OWN,VENTURE,F,3200,1,0.21,N,2,18.09,0.0
25,135000,RENT,EDUCATION,B,25000,0,0.19,N,4,11.36,5.0
26,135660,RENT,DEBTCONSOLIDATION,B,25000,0,0.18,N,4,12.529999999999998,10.0
25,145000,RENT,EDUCATION,B,25000,0,0.17,N,4,9.99,0.0
23,150000,RENT,EDUCATION,B,25000,0,0.17,N,3,10.36,4.0
23,165000,MORTGAGE,EDUCATION,A,9600,0,0.06,N,3,5.99,3.0000000000000004
22,153000,MORTGAGE,DEBTCONSOLIDATION,D,24000,1,0.16,Y,2,15.619999999999997,5.0
24,165000,MORTGAGE,PERSONAL,B,20000,0,0.12,N,4,10.37,5.0
25,165000,MORTGAGE,HOMEIMPROVEMENT,F,25000,0,0.15,N,4,19.74,0.0
21,165000,MORTGAGE,EDUCATION,A,20000,0,0.12,N,4,6.91,5.0
23,16000,OWN,MEDICAL,A,6000,1,0.38,N,2,7.9,7.0
23,16000,MORTGAGE,DEBTCONSOLIDATION,C,2275,0,0.14,Y,4,13.06,3.0000000000000004
23,16000,OWN,PERSONAL,A,2000,0,0.13,N,3,6.39,7.0
23,148000,RENT,DEBTCONSOLIDATION,E,25000,1,0.17,N,3,14.929999999999998,1.0
23,16000,MORTGAGE,MEDICAL,C,5600,1,0.35,N,4,12.84,1.0
24,16020,OWN,VENTURE,E,3625,1,0.23,Y,2,17.139999999999997,3.0000000000000004
22,16094,MORTGAGE,VENTURE,A,5500,1,0.34,N,3,7.14,2.0
25,175000,RENT,PERSONAL,A,25000,0,0.14,N,2,8.9,2.0
22,16200,OWN,PERSONAL,B,2000,0,0.12,N,3,12.42,6.000000000000001
24,185000,RENT,HOMEIMPROVEMENT,C,25000,0,0.14,Y,2,12.68,7.0
25,162000,RENT,PERSONAL,C,25000,0,0.15,N,2,11.03,9.0
26,161000,RENT,VENTURE,A,30000,0,0.19,N,4,7.9,10.0
22,160000,MORTGAGE,MEDICAL,B,35000,0,0.22,N,4,10.65,0.0
25,225000,RENT,VENTURE,B,25000,0,0.11,N,4,11.86,5.0
25,16400,OWN,PERSONAL,A,5000,1,0.3,N,4,8.94,1.0
23,16500,OWN,VENTURE,B,4375,1,0.27,N,4,9.629999999999999,6.000000000000001
25,49500,RENT,PERSONAL,C,24750,1,0.5,N,3,14.22,6.000000000000001
23,60000,RENT,DEBTCONSOLIDATION,B,24750,1,0.41,N,3,9.33,4.0
24,84200,RENT,MEDICAL,C,24500,0,0.29,N,4,13.85,8.0
22,16800,MORTGAGE,EDUCATION,B,2000,0,0.12,N,2,10.65,5.0
24,92000,RENT,MEDICAL,B,24500,0,0.27,N,4,11.46,8.0
23,160000,MORTGAGE,PERSONAL,A,35000,0,0.22,N,2,7.660000000000001,5.0
24,160000,MORTGAGE,VENTURE,E,12000,0,0.07,N,4,16.77,9.0
25,160000,MORTGAGE,PERSONAL,B,12000,0,0.07,N,4,9.629999999999999,1.0
26,160000,RENT,PERSONAL,C,25000,0,0.16,Y,4,12.23,6.000000000000001
25,125800,MORTGAGE,MEDICAL,D,10000,1,0.07,N,4,14.09,0.0
25,54000,RENT,PERSONAL,C,24250,1,0.45,N,4,13.98,2.0
23,62500,RENT,EDUCATION,B,24250,1,0.39,N,4,10.62,1.0
24,16800,MORTGAGE,DEBTCONSOLIDATION,A,3900,1,0.23,N,3,6.988,5.200000000000001
25,68400,RENT,PERSONAL,E,24250,1,0.35,N,4,17.56,9.0
26,56045,RENT,MEDICAL,D,24250,1,0.37,N,2,14.96,1.0
22,74000,RENT,DEBTCONSOLIDATION,D,24250,1,0.33,Y,2,15.65,7.0
24,65453,RENT,MEDICAL,D,24250,1,0.31,N,2,15.699999999999998,9.0
24,89908,RENT,VENTURE,B,24250,0,0.27,N,3,12.529999999999998,1.0
26,78000,RENT,HOMEIMPROVEMENT,E,24250,1,0.31,Y,3,17.56,0.0
23,100000,RENT,PERSONAL,C,24250,0,0.24,Y,2,12.87,0.0
23,103000,RENT,PERSONAL,D,24250,0,0.24,N,2,15.699999999999998,6.000000000000001
25,160000,MORTGAGE,EDUCATION,A,9000,0,0.06,N,3,6.343999999999999,2.0
25,160000,OWN,VENTURE,B,15000,0,0.09,N,4,11.14,5.0
24,160000,MORTGAGE,VENTURE,D,20000,0,0.13,N,3,16.0,3.0000000000000004
23,160000,MORTGAGE,EDUCATION,D,25000,0,0.16,Y,2,15.65,2.0
26,160000,MORTGAGE,DEBTCONSOLIDATION,C,13750,0,0.09,N,4,13.334,0.0
21,160000,MORTGAGE,VENTURE,D,15250,0,0.1,Y,4,15.31,3.0000000000000004
25,160000,MORTGAGE,VENTURE,C,20000,0,0.13,Y,2,13.47,3.0000000000000004
22,16800,MORTGAGE,HOMEIMPROVEMENT,C,4750,1,0.28,Y,2,13.85,0.0
25,111996,RENT,PERSONAL,D,24250,0,0.22,N,3,15.3,9.0
21,16800,MORTGAGE,VENTURE,B,6000,1,0.36,N,4,10.39,0.0
25,115200,RENT,HOMEIMPROVEMENT,B,24250,0,0.21,N,2,11.36,0.0
23,144000,RENT,EDUCATION,B,24250,0,0.17,N,3,11.83,0.0
23,287000,RENT,EDUCATION,B,24250,0,0.08,N,3,12.529999999999998,3.0000000000000004
22,108000,RENT,HOMEIMPROVEMENT,D,24150,1,0.22,Y,3,14.96,1.0
22,43000,RENT,DEBTCONSOLIDATION,C,24000,1,0.56,Y,3,13.85,7.0
23,47004,RENT,VENTURE,B,24000,1,0.51,N,4,11.58,1.0
24,48000,RENT,VENTURE,D,24000,1,0.5,Y,2,16.29,4.0
26,48000,RENT,MEDICAL,A,24000,1,0.5,N,3,7.3340000000000005,4.0
21,44964,RENT,EDUCATION,D,24000,1,0.53,Y,2,16.29,2.0
25,52000,RENT,PERSONAL,B,24000,1,0.46,N,2,10.74,2.9999999999999996
22,17352,MORTGAGE,EDUCATION,C,2250,0,0.13,Y,3,15.269999999999998,5.600000000000001
24,47000,RENT,PERSONAL,F,24000,1,0.51,N,2,17.8,3.0000000000000004
22,17400,MORTGAGE,VENTURE,B,1000,0,0.06,N,2,11.36,6.000000000000001
22,49000,RENT,MEDICAL,E,24000,1,0.49,N,4,17.56,2.0
26,60000,RENT,PERSONAL,A,24000,1,0.4,N,4,7.9,0.0
25,60000,RENT,PERSONAL,B,24000,1,0.4,N,4,10.99,3.0000000000000004
22,60000,RENT,PERSONAL,A,24000,1,0.4,N,3,7.29,0.0
21,60000,RENT,MEDICAL,B,24000,1,0.4,N,2,10.75,5.0
26,62004,RENT,DEBTCONSOLIDATION,A,24000,1,0.39,N,3,7.9,9.0
22,62400,RENT,EDUCATION,D,24000,1,0.38,N,2,14.84,3.0000000000000004
26,65000,RENT,DEBTCONSOLIDATION,A,24000,1,0.37,N,2,7.465999999999999,10.0
22,17760,MORTGAGE,EDUCATION,C,4975,1,0.28,Y,3,13.363999999999999,6.000000000000001
23,59000,RENT,DEBTCONSOLIDATION,E,24000,1,0.41,Y,2,19.69,5.0
23,66000,RENT,VENTURE,A,24000,1,0.36,N,4,7.456,6.000000000000001
24,60000,RENT,VENTURE,D,24000,1,0.4,N,4,14.96,0.0
25,66143,RENT,EDUCATION,A,24000,1,0.36,N,3,6.99,9.0
22,62250,RENT,PERSONAL,E,24000,1,0.39,Y,4,16.45,3.0000000000000004
24,70000,RENT,EDUCATION,B,24000,1,0.34,N,4,10.99,8.0
23,74000,RENT,DEBTCONSOLIDATION,B,24000,1,0.32,N,2,10.99,7.0
22,18000,OWN,PERSONAL,A,3000,1,0.17,N,4,7.9,3.0000000000000004
22,75000,RENT,EDUCATION,B,24000,1,0.32,N,4,12.69,6.000000000000001
24,75000,RENT,MEDICAL,B,24000,1,0.32,N,3,10.37,9.0
24,75000,RENT,HOMEIMPROVEMENT,C,24000,1,0.32,N,3,13.21,7.0
26,69000,RENT,DEBTCONSOLIDATION,F,24000,1,0.35,N,3,15.829999999999998,0.0
23,78000,RENT,PERSONAL,C,24000,1,0.31,N,3,13.92,4.0
22,18000,OWN,VENTURE,B,2000,0,0.11,N,3,11.49,2.0
24,80000,RENT,MEDICAL,B,24000,0,0.3,N,2,10.25,2.0
22,18000,OWN,HOMEIMPROVEMENT,A,3500,1,0.19,N,4,7.49,1.0
23,18000,OWN,EDUCATION,A,4000,1,0.22,N,2,5.99,3.0000000000000004
23,74700,RENT,PERSONAL,D,24000,1,0.32,N,2,12.92,6.000000000000001
26,88596,RENT,PERSONAL,B,24000,0,0.27,N,3,11.58,3.0000000000000004
25,95000,RENT,EDUCATION,A,24000,0,0.25,N,2,8.9,4.0
22,83000,RENT,DEBTCONSOLIDATION,E,24000,1,0.29,N,3,19.69,6.000000000000001
25,95000,RENT,VENTURE,A,24000,0,0.25,N,4,6.54,9.0
21,18000,OWN,HOMEIMPROVEMENT,D,4900,1,0.27,Y,4,14.539999999999996,3.0000000000000004
21,18000,OWN,EDUCATION,B,5000,1,0.28,N,2,11.110000000000001,3.1999999999999997
26,100000,RENT,PERSONAL,C,24000,0,0.24,N,4,12.73,5.0
24,110000,RENT,VENTURE,D,24000,0,0.22,N,4,15.619999999999997,7.0
24,18000,OWN,HOMEIMPROVEMENT,A,6250,1,0.35,N,4,6.54,0.0
22,98000,RENT,DEBTCONSOLIDATION,F,24000,1,0.24,Y,2,18.172,7.0
26,103872,RENT,DEBTCONSOLIDATION,G,24000,1,0.23,N,4,20.029999999999998,6.000000000000001
22,120000,RENT,EDUCATION,B,24000,0,0.2,N,4,9.91,4.0
24,120000,RENT,VENTURE,B,24000,0,0.2,N,4,12.69,1.0
26,108000,RENT,EDUCATION,G,24000,1,0.22,N,3,20.16,9.0
24,124080,RENT,PERSONAL,D,24000,0,0.19,Y,4,16.489999999999995,4.0
23,18000,MORTGAGE,MEDICAL,D,2500,1,0.14,N,2,15.95,1.0
24,130000,RENT,DEBTCONSOLIDATION,B,24000,0,0.18,N,3,11.49,7.0
25,135000,RENT,PERSONAL,B,24000,0,0.18,N,2,10.99,8.0
24,135000,RENT,HOMEIMPROVEMENT,C,24000,0,0.18,N,2,13.79,4.0
23,114750,RENT,MEDICAL,G,24000,1,0.18,Y,3,20.029999999999998,2.0
23,150000,RENT,EDUCATION,A,24000,0,0.16,N,4,7.49,0.0
23,138000,RENT,DEBTCONSOLIDATION,D,24000,1,0.17,Y,2,16.0,7.0
24,18000,OWN,PERSONAL,A,13000,1,0.72,N,3,7.88,6.000000000000001
21,18000,OWN,VENTURE,B,6250,1,0.35,N,4,10.62,0.0
26,155000,RENT,DEBTCONSOLIDATION,B,24000,0,0.15,N,4,10.99,7.0
26,148000,RENT,EDUCATION,F,24000,1,0.16,N,2,18.3,1.0
26,170000,RENT,DEBTCONSOLIDATION,C,24000,0,0.14,Y,2,13.568,3.0000000000000004
21,18000,OWN,PERSONAL,B,2500,0,0.14,N,3,11.36,1.0
24,43896,RENT,HOMEIMPROVEMENT,B,23975,1,0.55,N,2,10.764000000000001,8.0
23,120000,RENT,MEDICAL,C,23750,0,0.2,N,2,13.47,4.0
24,54996,RENT,PERSONAL,B,23600,1,0.43,N,3,11.89,2.0
24,18000,MORTGAGE,DEBTCONSOLIDATION,B,10000,1,0.56,N,2,12.18,0.0
25,102000,RENT,DEBTCONSOLIDATION,C,23600,0,0.23,N,4,13.49,9.0
23,75000,RENT,PERSONAL,E,23575,1,0.31,N,4,14.499999999999998,3.0000000000000004
22,18000,OWN,MEDICAL,C,4000,1,0.22,N,2,13.544,2.0
22,18000,OWN,MEDICAL,D,5400,1,0.3,Y,2,15.31,1.0
25,18000,MORTGAGE,MEDICAL,B,4000,1,0.22,N,3,11.244,1.0
21,18000,OWN,VENTURE,B,3375,1,0.19,N,2,11.164,5.0
22,66960,RENT,VENTURE,A,23400,1,0.35,N,2,7.49,1.0
22,43385,RENT,PERSONAL,C,23000,1,0.53,N,3,12.948,7.0
25,56544,RENT,EDUCATION,B,23000,1,0.41,N,2,10.501999999999999,3.0000000000000004
23,60000,RENT,VENTURE,B,23000,1,0.38,N,4,12.18,2.0
24,18000,MORTGAGE,VENTURE,C,1200,0,0.07,Y,4,11.34,3.0000000000000004
25,63208,RENT,EDUCATION,B,23000,1,0.36,N,3,9.91,9.0
24,65000,RENT,HOMEIMPROVEMENT,B,23000,1,0.35,N,4,11.99,0.0
23,68000,RENT,EDUCATION,B,23000,1,0.34,N,2,9.62,7.0
22,18000,OWN,DEBTCONSOLIDATION,B,3000,1,0.17,N,3,9.96,1.0
25,80000,RENT,VENTURE,C,23000,0,0.29,N,2,13.916,9.0
24,88000,RENT,VENTURE,D,23000,1,0.26,N,2,14.539999999999996,1.0
22,58600,RENT,MEDICAL,B,22750,1,0.39,N,4,11.36,5.0
23,70000,RENT,DEBTCONSOLIDATION,C,22500,1,0.32,N,2,14.27,7.0
24,18287,OWN,HOMEIMPROVEMENT,B,3000,1,0.16,N,3,11.99,3.0000000000000004
26,69846,RENT,EDUCATION,F,22500,1,0.32,Y,2,18.99,2.0
24,73000,RENT,VENTURE,E,22400,1,0.31,Y,4,16.7,0.0
24,18500,MORTGAGE,PERSONAL,A,5000,1,0.27,N,3,9.32,8.0
23,35000,RENT,DEBTCONSOLIDATION,B,22250,1,0.64,N,3,12.69,2.0
25,43000,RENT,HOMEIMPROVEMENT,C,22000,1,0.51,N,2,13.11,9.0
25,52000,RENT,PERSONAL,B,22000,1,0.42,N,2,10.74,4.0
21,18701,MORTGAGE,PERSONAL,D,4200,1,0.22,Y,4,14.11,0.0
22,57000,RENT,EDUCATION,B,22000,1,0.39,N,3,9.629999999999999,6.000000000000001
25,58000,RENT,MEDICAL,C,22000,1,0.38,N,2,14.649999999999999,0.0
23,60000,RENT,DEBTCONSOLIDATION,B,22000,1,0.37,N,4,10.25,6.000000000000001
24,60000,RENT,VENTURE,C,22000,1,0.37,Y,2,14.26,3.0000000000000004
25,18840,MORTGAGE,EDUCATION,B,3000,1,0.16,N,2,9.91,5.0
26,56000,RENT,MEDICAL,E,22000,1,0.39,N,3,17.189999999999998,7.0
22,70000,RENT,EDUCATION,B,22000,1,0.31,N,4,11.36,3.0000000000000004
22,66000,RENT,EDUCATION,F,22000,1,0.33,N,2,19.115999999999996,1.0
23,74064,RENT,DEBTCONSOLIDATION,B,22000,0,0.3,N,3,10.59,3.0000000000000004
24,76597,RENT,EDUCATION,B,22000,0,0.29,N,2,9.25,5.0
22,19000,OWN,MEDICAL,A,3625,1,0.19,N,3,8.49,6.000000000000001
26,77000,RENT,VENTURE,A,22000,0,0.29,N,3,6.54,0.0
21,19000,OWN,MEDICAL,A,6000,1,0.32,N,3,8.49,5.0
24,80000,RENT,MEDICAL,A,22000,0,0.28,N,4,7.612,0.0
26,82600,RENT,VENTURE,B,22000,0,0.27,N,2,12.69,10.0
24,19000,OWN,MEDICAL,C,7400,1,0.39,N,2,13.85,3.0000000000000004
25,19000,OWN,DEBTCONSOLIDATION,A,4000,1,0.21,N,3,7.4,3.0000000000000004
23,84000,RENT,DEBTCONSOLIDATION,B,22000,0,0.26,N,4,11.71,3.0000000000000004
25,77650,RENT,PERSONAL,B,22000,1,0.28,N,3,11.48,8.0
25,82000,RENT,EDUCATION,E,22000,1,0.27,N,2,17.51,1.0
21,19012,MORTGAGE,DEBTCONSOLIDATION,D,3500,1,0.18,N,3,14.61,0.0
23,99996,RENT,DEBTCONSOLIDATION,A,22000,0,0.22,N,4,7.88,3.0000000000000004
23,110000,RENT,PERSONAL,B,22000,0,0.2,N,3,11.022,0.0
22,19200,MORTGAGE,PERSONAL,B,4950,1,0.26,N,2,11.71,6.000000000000001
25,57000,RENT,PERSONAL,B,21700,1,0.38,N,2,11.99,4.0
24,54000,RENT,VENTURE,C,21600,1,0.4,N,2,13.49,5.0
23,56000,RENT,MEDICAL,G,21600,1,0.39,Y,4,21.21,8.0
26,63000,RENT,DEBTCONSOLIDATION,C,21600,1,0.34,Y,3,14.35,2.0
22,82000,RENT,PERSONAL,C,21600,0,0.26,Y,3,13.61,3.0000000000000004
22,78000,RENT,DEBTCONSOLIDATION,B,21600,1,0.28,N,3,11.26,6.000000000000001
22,19200,OWN,VENTURE,B,2400,0,0.13,N,3,10.59,0.0
24,112140,RENT,MEDICAL,A,21600,0,0.19,N,2,7.9,8.0
24,19200,MORTGAGE,HOMEIMPROVEMENT,A,7000,1,0.36,N,4,5.99,4.0
25,19200,OWN,EDUCATION,B,3000,1,0.16,N,4,11.99,4.0
24,59000,RENT,MEDICAL,D,21500,1,0.36,N,3,16.89,5.0
24,70000,RENT,HOMEIMPROVEMENT,B,21500,1,0.31,N,3,9.99,5.0
24,116000,RENT,EDUCATION,D,21500,0,0.19,Y,3,15.329999999999998,5.0
25,60000,RENT,EDUCATION,A,21450,1,0.36,N,4,7.29,5.0
22,31000,RENT,DEBTCONSOLIDATION,B,21250,1,0.69,N,3,12.42,5.0
25,47052,RENT,VENTURE,B,21250,1,0.45,N,2,10.99,5.0
25,51060,RENT,VENTURE,A,21250,1,0.42,N,2,6.91,9.0
22,19200,MORTGAGE,DEBTCONSOLIDATION,C,5000,1,0.26,Y,2,14.17,6.000000000000001
22,53000,RENT,MEDICAL,B,21250,1,0.4,N,3,10.25,3.0000000000000004
26,19200,OWN,EDUCATION,B,9250,1,0.48,N,2,10.118,0.0
24,56000,RENT,VENTURE,D,21250,1,0.38,Y,3,15.95,8.0
24,65000,RENT,EDUCATION,D,21250,1,0.33,Y,4,15.95,4.0
21,35000,RENT,VENTURE,B,21000,1,0.6,N,4,12.529999999999998,3.0000000000000004
22,19200,MORTGAGE,HOMEIMPROVEMENT,D,1400,1,0.07,Y,4,14.909999999999998,6.000000000000001
23,19200,MORTGAGE,MEDICAL,A,3000,1,0.16,N,4,7.534,7.0
26,40000,RENT,MEDICAL,A,21000,1,0.53,N,4,6.54,3.0000000000000004
25,19200,OWN,VENTURE,B,1000,0,0.05,N,3,11.278,2.0
26,42000,RENT,MEDICAL,F,21000,1,0.5,Y,4,17.259999999999998,0.0
23,63000,RENT,MEDICAL,B,21000,1,0.33,N,2,11.36,2.0
26,19200,MORTGAGE,VENTURE,A,4000,1,0.21,N,4,7.509999999999999,5.0
22,59000,RENT,PERSONAL,B,21000,1,0.36,N,3,10.71,2.0
22,70500,RENT,PERSONAL,C,21000,0,0.3,Y,4,13.98,3.0000000000000004
26,65219,RENT,DEBTCONSOLIDATION,D,21000,1,0.32,N,3,14.09,11.0
22,75000,RENT,EDUCATION,B,21000,0,0.28,N,3,10.0,2.0
22,19200,MORTGAGE,MEDICAL,D,5000,1,0.26,N,3,15.329999999999998,3.0000000000000004
25,62047,RENT,MEDICAL,E,21000,1,0.29,Y,4,16.319999999999997,9.0
24,79000,RENT,HOMEIMPROVEMENT,A,21000,0,0.27,N,2,7.9,8.0
23,80000,RENT,MEDICAL,B,21000,0,0.26,N,3,11.99,3.0000000000000004
24,84000,RENT,MEDICAL,B,21000,0,0.25,N,4,10.75,8.0
26,85000,RENT,HOMEIMPROVEMENT,C,21000,0,0.25,N,3,13.92,3.0000000000000004
22,93000,RENT,EDUCATION,B,21000,0,0.23,N,3,9.91,1.0
26,81000,RENT,EDUCATION,E,21000,1,0.26,Y,3,16.949999999999996,10.0
26,97000,RENT,EDUCATION,A,21000,0,0.22,N,3,7.9,1.0
26,97000,RENT,EDUCATION,C,21000,0,0.22,Y,3,13.362000000000002,3.0000000000000004
25,100000,RENT,PERSONAL,D,21000,1,0.21,Y,3,16.489999999999995,2.0
26,19200,OTHER,PERSONAL,C,7500,1,0.39,Y,2,11.97,0.0
21,19253,MORTGAGE,DEBTCONSOLIDATION,A,6250,1,0.32,N,3,6.17,7.0
26,125000,RENT,HOMEIMPROVEMENT,A,21000,0,0.17,N,2,8.9,5.0
25,125000,RENT,EDUCATION,C,21000,0,0.17,Y,3,12.99,9.0
23,82000,RENT,PERSONAL,B,20900,0,0.25,N,2,12.69,2.0
21,19500,MORTGAGE,EDUCATION,B,15000,1,0.77,N,2,9.64,0.0
26,50000,RENT,VENTURE,A,20500,1,0.41,N,3,7.49,7.0
23,70000,RENT,EDUCATION,C,20500,0,0.29,Y,3,13.16,2.0
22,19800,OWN,EDUCATION,A,2100,0,0.11,N,4,8.38,1.0
23,54000,RENT,PERSONAL,A,20375,1,0.38,N,2,7.49,7.0
26,26000,RENT,EDUCATION,B,20050,1,0.77,N,2,9.76,10.0
24,33000,RENT,DEBTCONSOLIDATION,B,20000,1,0.61,N,3,10.99,1.0
23,20000,OWN,PERSONAL,B,5000,0,0.25,N,4,11.71,0.0
22,20000,OWN,PERSONAL,B,9250,0,0.46,N,4,10.65,6.000000000000001
24,35364,RENT,MEDICAL,B,20000,1,0.57,N,4,12.529999999999998,1.0
25,38000,RENT,MEDICAL,D,20000,1,0.53,N,4,14.589999999999998,4.0
23,32000,RENT,DEBTCONSOLIDATION,D,20000,1,0.63,N,4,12.61,3.0000000000000004
25,38004,RENT,MEDICAL,C,20000,1,0.53,N,2,13.11,6.000000000000001
23,20000,MORTGAGE,MEDICAL,B,6400,0,0.32,N,4,10.65,2.0
25,38556,RENT,PERSONAL,C,20000,1,0.52,Y,4,11.22,9.0
23,32900,RENT,EDUCATION,D,20000,1,0.61,N,2,16.0,1.0
25,34000,RENT,HOMEIMPROVEMENT,B,20000,1,0.59,N,4,8.88,10.0
24,40000,RENT,PERSONAL,B,20000,1,0.5,N,3,12.529999999999998,4.0
21,36000,RENT,MEDICAL,D,20000,1,0.56,Y,2,15.064000000000002,5.0
26,20000,MORTGAGE,MEDICAL,A,4800,0,0.24,N,3,5.99,5.0
25,42000,RENT,EDUCATION,C,20000,1,0.48,N,4,13.47,2.0
22,42224,RENT,VENTURE,A,20000,1,0.47,N,4,6.99,7.0
25,20000,OWN,PERSONAL,D,5650,0,0.28,Y,2,15.99,0.0
23,20000,MORTGAGE,EDUCATION,C,3625,0,0.18,Y,3,13.85,7.0
22,37212,RENT,DEBTCONSOLIDATION,E,20000,1,0.54,N,3,16.69,6.000000000000001
25,38000,RENT,MEDICAL,B,20000,1,0.53,N,4,11.110000000000001,9.0
22,45000,RENT,EDUCATION,A,20000,1,0.44,N,4,7.9,0.0
23,45000,RENT,PERSONAL,B,20000,1,0.44,N,2,10.25,4.0
24,45000,RENT,MEDICAL,E,20000,1,0.44,N,2,17.912000000000003,8.0
23,20000,OWN,MEDICAL,A,1200,0,0.06,N,3,7.49,7.0
22,45000,RENT,DEBTCONSOLIDATION,C,20000,1,0.44,Y,3,13.92,1.0
24,39000,RENT,MEDICAL,D,20000,1,0.51,N,2,14.74,5.0
24,46500,RENT,EDUCATION,B,20000,1,0.43,N,2,10.62,5.0
22,48000,RENT,VENTURE,B,20000,1,0.42,N,3,10.65,7.0
22,42000,RENT,PERSONAL,D,20000,1,0.48,N,3,12.99,1.0
22,48500,RENT,VENTURE,B,20000,1,0.41,N,4,11.36,1.0
22,20000,OWN,EDUCATION,A,7500,0,0.38,N,4,5.79,3.0000000000000004
23,49400,RENT,EDUCATION,A,20000,1,0.4,N,4,6.54,0.0
25,20000,MORTGAGE,VENTURE,A,4000,0,0.2,N,2,5.79,1.0
25,50000,RENT,DEBTCONSOLIDATION,A,20000,1,0.4,N,3,7.49,10.0
25,50000,RENT,EDUCATION,C,20000,1,0.4,N,2,13.43,9.0
22,50000,RENT,DEBTCONSOLIDATION,C,20000,1,0.4,N,2,13.22,6.000000000000001
22,20000,OWN,VENTURE,C,5000,0,0.25,N,3,14.719999999999997,1.0
22,44000,RENT,EDUCATION,E,20000,1,0.45,N,4,15.679999999999998,2.0
24,50866,RENT,MEDICAL,B,20000,1,0.39,N,3,11.21,6.000000000000001
25,50950,RENT,HOMEIMPROVEMENT,B,20000,1,0.39,N,3,11.48,5.0
24,51000,RENT,VENTURE,B,20000,1,0.39,N,3,10.38,8.0
22,51000,RENT,EDUCATION,B,20000,1,0.39,N,3,12.529999999999998,5.0
22,51000,RENT,EDUCATION,C,20000,1,0.39,N,2,13.47,0.0
24,51500,RENT,VENTURE,B,20000,1,0.39,N,4,12.21,6.000000000000001
25,51996,RENT,VENTURE,B,20000,1,0.38,N,3,10.99,9.0
25,52000,RENT,EDUCATION,B,20000,1,0.38,N,4,11.36,1.0
22,46000,RENT,DEBTCONSOLIDATION,D,20000,1,0.43,Y,4,16.0,2.0
26,20000,MORTGAGE,PERSONAL,A,1500,0,0.07,N,3,7.74,1.0
24,52000,RENT,EDUCATION,D,20000,1,0.38,Y,2,15.65,8.0
25,46000,RENT,DEBTCONSOLIDATION,C,20000,1,0.43,Y,2,11.78,9.0
24,52559,RENT,HOMEIMPROVEMENT,B,20000,1,0.38,N,3,10.732,9.0
22,47000,RENT,MEDICAL,D,20000,1,0.43,N,3,16.77,5.0
22,54000,RENT,EDUCATION,B,20000,1,0.37,N,4,9.91,2.0
23,48000,RENT,MEDICAL,D,20000,1,0.42,N,4,15.65,7.0
23,48000,RENT,MEDICAL,D,20000,1,0.42,N,3,14.96,0.0
23,54000,RENT,VENTURE,B,20000,1,0.37,N,4,11.83,1.0
24,48912,RENT,MEDICAL,C,20000,1,0.41,N,4,11.66,0.0
26,54996,RENT,EDUCATION,B,20000,1,0.36,N,4,12.18,8.0
24,55000,RENT,HOMEIMPROVEMENT,A,20000,1,0.36,N,2,6.91,8.0
25,55000,RENT,DEBTCONSOLIDATION,A,20000,1,0.36,N,3,6.91,3.0000000000000004
26,49000,RENT,HOMEIMPROVEMENT,F,20000,1,0.41,N,3,19.790000000000003,0.0
25,55000,RENT,VENTURE,B,20000,1,0.36,N,4,9.88,0.0
22,20000,MORTGAGE,PERSONAL,B,16600,0,0.83,N,3,9.76,0.0
23,55000,RENT,DEBTCONSOLIDATION,B,20000,1,0.36,N,2,12.529999999999998,5.0
